FECHA_COMPRA;FECHA_ENTREGA;SUCURSAL;VENDEDOR;PRODUCTO;CANTIDAD;ORDEN;DIAS_ENTREGA
2023-11-10;2024-01-26;SUCURSAL 70;VENDEDOR 766;X-5657;783;80-4349;77
2023-11-30;2023-12-18;SUCURSAL 58;VENDEDOR 503;J-3936;3299;76-8402;18
2023-11-20;2024-01-31;SUCURSAL 1;VENDEDOR 324;F-2135;1705;73-3653;72
2023-11-16;2024-01-14;SUCURSAL 91;VENDEDOR 706;J-4922;5599;85-5235;59
2023-11-01;2023-12-28;SUCURSAL 92;VENDEDOR 966;O-6448;1179;66-860;57
2023-11-17;2023-12-02;SUCURSAL 43;VENDEDOR 741;T-1299;783;81-5217;15
2023-11-02;2024-01-22;SUCURSAL 97;VENDEDOR 400;J-9172;9094;90-5549;81
2023-11-06;2024-01-23;SUCURSAL 91;VENDEDOR 331;T-7516;3894;82-3374;78
2023-11-28;2024-01-01;SUCURSAL 66;VENDEDOR 803;C-5523;6096;71-7790;34
2023-11-27;2024-01-08;SUCURSAL 37;VENDEDOR 445;O-3155;8538;74-6859;42
2023-11-27;2024-01-12;SUCURSAL 75;VENDEDOR 311;C-8534;1455;70-4141;46
2023-11-05;2023-12-22;SUCURSAL 80;VENDEDOR 978;Q-3885;4505;68-8822;47
2023-11-06;2023-12-14;SUCURSAL 10;VENDEDOR 633;Y-1517;5086;85-5876;38
2023-11-25;2024-01-02;SUCURSAL 50;VENDEDOR 898;W-7581;4103;78-9250;38
2023-11-27;2023-12-25;SUCURSAL 32;VENDEDOR 46;W-2889;4568;90-3897;28
2023-11-13;2023-12-17;SUCURSAL 21;VENDEDOR 169;B-5692;3652;80-2640;34
2023-11-07;2023-12-15;SUCURSAL 73;VENDEDOR 800;U-4973;4481;79-7931;38
2023-11-13;2024-01-23;SUCURSAL 41;VENDEDOR 349;V-3511;866;73-791;71
2023-11-14;2023-12-09;SUCURSAL 55;VENDEDOR 841;W-272;3357;70-9746;25
2023-11-29;2023-12-22;SUCURSAL 24;VENDEDOR 777;F-1654;4578;79-4909;23
2023-11-10;2024-01-26;SUCURSAL 92;VENDEDOR 312;U-1037;3094;78-9460;77
2023-11-22;2023-12-24;SUCURSAL 35;VENDEDOR 91;V-9124;2478;68-5597;32
2023-11-30;2024-01-18;SUCURSAL 37;VENDEDOR 771;C-1912;5777;86-309;49
2023-11-20;2023-12-13;SUCURSAL 59;VENDEDOR 388;X-1902;5431;80-5207;23
2023-11-16;2023-12-21;SUCURSAL 8;VENDEDOR 722;K-4320;3599;69-9791;35
2023-11-22;2023-12-20;SUCURSAL 12;VENDEDOR 585;J-2435;3342;68-3164;28
2023-11-27;2024-01-01;SUCURSAL 66;VENDEDOR 568;C-2057;2974;79-6383;35
2023-11-10;2023-12-28;SUCURSAL 94;VENDEDOR 652;O-8505;3752;66-4157;48
2023-11-25;2024-01-13;SUCURSAL 23;VENDEDOR 237;N-1935;8431;81-8809;49
2023-11-07;2023-12-20;SUCURSAL 4;VENDEDOR 928;J-3304;3072;73-9792;43
2023-11-26;2024-01-05;SUCURSAL 99;VENDEDOR 92;T-256;9811;70-6324;40
2023-11-30;2024-01-28;SUCURSAL 75;VENDEDOR 960;Q-2392;8546;89-6182;59
2023-11-15;2024-01-26;SUCURSAL 12;VENDEDOR 294;W-9178;4907;88-7475;72
2023-11-19;2023-12-23;SUCURSAL 98;VENDEDOR 553;O-4931;9739;80-3212;34
2023-11-13;2023-12-22;SUCURSAL 49;VENDEDOR 227;W-7276;165;89-6885;39
2023-11-19;2023-12-28;SUCURSAL 94;VENDEDOR 622;W-8726;4606;78-1560;39
2023-11-23;2024-01-10;SUCURSAL 81;VENDEDOR 448;B-7089;4774;87-4802;48
2023-11-17;2023-12-28;SUCURSAL 23;VENDEDOR 416;H-1735;1920;72-8965;41
2023-11-05;2023-12-04;SUCURSAL 38;VENDEDOR 413;Y-9558;1242;89-5380;29
2023-11-30;2024-01-01;SUCURSAL 67;VENDEDOR 899;N-6243;4149;70-4313;32
2023-11-20;2023-12-24;SUCURSAL 79;VENDEDOR 243;S-4050;6521;79-8161;34
2023-11-16;2024-01-24;SUCURSAL 32;VENDEDOR 688;I-2216;6675;69-110;69
2023-11-01;2024-01-17;SUCURSAL 80;VENDEDOR 755;M-4653;4628;71-9579;77
2023-11-28;2023-12-09;SUCURSAL 89;VENDEDOR 91;D-3899;5820;76-6361;11
2023-11-30;2024-01-09;SUCURSAL 29;VENDEDOR 4;Q-1686;8744;73-5717;40
2023-11-05;2024-01-17;SUCURSAL 34;VENDEDOR 867;S-5969;2877;85-4912;73
2023-11-15;2024-01-22;SUCURSAL 47;VENDEDOR 165;Z-3051;4882;76-319;68
2023-11-16;2024-01-08;SUCURSAL 81;VENDEDOR 454;O-2444;9549;69-387;53
2023-11-26;2023-12-10;SUCURSAL 5;VENDEDOR 647;L-3188;9117;86-1262;14
2023-11-02;2024-01-25;SUCURSAL 33;VENDEDOR 915;I-6281;4193;68-9448;84
2023-11-16;2024-01-07;SUCURSAL 75;VENDEDOR 523;U-1324;1900;78-651;52
2023-11-25;2023-12-30;SUCURSAL 63;VENDEDOR 471;I-3297;330;85-7284;35
2023-11-01;2023-12-01;SUCURSAL 64;VENDEDOR 76;P-5201;1305;86-9866;30
2023-11-14;2023-12-02;SUCURSAL 24;VENDEDOR 637;D-7816;2746;73-7813;18
2023-11-19;2024-01-17;SUCURSAL 85;VENDEDOR 258;U-5134;2614;72-6490;59
2023-11-22;2024-01-08;SUCURSAL 55;VENDEDOR 558;V-8535;1370;86-8487;47
2023-11-05;2023-12-27;SUCURSAL 44;VENDEDOR 545;H-9891;1130;82-4898;52
2023-11-25;2023-12-07;SUCURSAL 98;VENDEDOR 932;N-681;4162;69-5637;12
2023-11-18;2023-12-01;SUCURSAL 66;VENDEDOR 419;J-6343;6434;80-2691;13
2023-11-14;2023-12-13;SUCURSAL 28;VENDEDOR 663;G-8823;3153;79-1709;29
2023-11-08;2023-12-28;SUCURSAL 42;VENDEDOR 977;Y-3013;2618;78-2254;50
2023-11-21;2024-01-14;SUCURSAL 48;VENDEDOR 732;D-524;6213;65-2666;54
2023-11-20;2024-01-24;SUCURSAL 41;VENDEDOR 664;X-1377;4071;89-9603;65
2023-11-12;2023-12-21;SUCURSAL 56;VENDEDOR 372;J-2400;9594;78-4331;39
2023-11-22;2024-01-24;SUCURSAL 98;VENDEDOR 748;P-4213;5600;78-4041;63
2023-11-21;2024-01-13;SUCURSAL 99;VENDEDOR 555;Q-4935;4347;85-562;53
2023-11-03;2024-01-18;SUCURSAL 27;VENDEDOR 458;I-9161;9061;77-2649;76
2023-11-26;2024-01-28;SUCURSAL 88;VENDEDOR 669;I-5696;9241;75-9728;63
2023-11-20;2023-12-20;SUCURSAL 18;VENDEDOR 728;Z-6827;4038;80-8757;30
2023-11-14;2023-12-30;SUCURSAL 43;VENDEDOR 570;M-3822;9557;72-7810;46
2023-11-20;2023-12-05;SUCURSAL 38;VENDEDOR 832;W-116;5951;86-5692;15
2023-11-01;2023-12-22;SUCURSAL 58;VENDEDOR 562;E-7548;2795;85-4131;51
2023-11-30;2024-01-22;SUCURSAL 6;VENDEDOR 935;X-9136;5406;70-9890;53
2023-11-25;2024-01-09;SUCURSAL 96;VENDEDOR 691;N-8112;4380;69-604;45
2023-11-09;2024-01-03;SUCURSAL 81;VENDEDOR 910;F-5695;1715;90-1757;55
2023-11-08;2023-12-19;SUCURSAL 66;VENDEDOR 164;T-5472;8190;72-7119;41
2023-11-03;2023-12-20;SUCURSAL 54;VENDEDOR 72;T-2382;9976;77-541;47
2023-11-14;2023-12-09;SUCURSAL 75;VENDEDOR 682;Y-2774;4916;77-4709;25
2023-11-12;2024-01-12;SUCURSAL 17;VENDEDOR 426;F-6329;9673;86-2117;61
2023-11-15;2024-01-16;SUCURSAL 44;VENDEDOR 218;A-3967;8394;76-8927;62
2023-11-12;2024-01-13;SUCURSAL 97;VENDEDOR 219;L-1085;2470;69-3966;62
2023-11-11;2024-01-25;SUCURSAL 24;VENDEDOR 234;Y-8459;6934;82-9670;75
2023-11-26;2024-01-14;SUCURSAL 72;VENDEDOR 679;M-5921;9059;82-4189;49
2023-11-30;2024-01-19;SUCURSAL 2;VENDEDOR 761;J-4587;4259;67-8142;50
2023-11-17;2024-01-15;SUCURSAL 41;VENDEDOR 140;D-5080;742;82-8595;59
2023-11-22;2024-01-09;SUCURSAL 36;VENDEDOR 553;S-2156;7134;90-8210;48
2023-11-19;2024-01-14;SUCURSAL 24;VENDEDOR 28;Q-5032;744;69-4268;56
2023-11-05;2024-01-16;SUCURSAL 13;VENDEDOR 398;U-102;7529;80-6091;72
2023-11-02;2023-12-22;SUCURSAL 4;VENDEDOR 552;X-2473;3767;79-7861;50
2023-11-17;2024-01-18;SUCURSAL 59;VENDEDOR 842;N-9605;8993;69-3617;62
2023-11-18;2024-01-28;SUCURSAL 70;VENDEDOR 947;H-3747;6012;89-8186;71
2023-11-20;2024-01-31;SUCURSAL 88;VENDEDOR 795;W-7202;5632;79-39;72
2023-11-05;2023-12-13;SUCURSAL 10;VENDEDOR 711;Z-2634;7248;77-1023;38
2023-11-15;2023-12-01;SUCURSAL 3;VENDEDOR 118;W-9416;2580;73-9106;16
2023-11-14;2023-12-23;SUCURSAL 14;VENDEDOR 707;F-2018;6587;84-5348;39
2023-11-20;2023-12-19;SUCURSAL 36;VENDEDOR 829;M-9674;3341;72-1142;29
2023-11-10;2023-12-30;SUCURSAL 5;VENDEDOR 515;U-6404;9659;65-6565;50
2023-11-22;2024-01-09;SUCURSAL 64;VENDEDOR 893;U-7190;5444;71-5805;48
2023-11-02;2024-01-15;SUCURSAL 63;VENDEDOR 774;V-4812;4828;67-7254;74
2023-11-10;2024-01-30;SUCURSAL 30;VENDEDOR 299;N-7731;9003;84-5163;81
2023-11-23;2023-12-21;SUCURSAL 78;VENDEDOR 608;Z-3848;4240;87-213;28
2023-11-21;2024-01-23;SUCURSAL 6;VENDEDOR 936;T-997;9854;77-4155;63
2023-11-14;2023-12-06;SUCURSAL 72;VENDEDOR 793;D-6648;668;71-3944;22
2023-11-04;2023-12-15;SUCURSAL 59;VENDEDOR 839;X-3402;3313;71-7860;41
2023-11-28;2023-12-21;SUCURSAL 57;VENDEDOR 474;Y-8976;9601;72-1273;23
2023-11-24;2023-12-24;SUCURSAL 85;VENDEDOR 612;M-6430;2680;65-5276;30
2023-11-01;2024-01-11;SUCURSAL 35;VENDEDOR 79;X-892;172;70-7642;71
2023-11-30;2024-01-19;SUCURSAL 21;VENDEDOR 681;B-9352;5869;78-3778;50
2023-11-19;2023-12-11;SUCURSAL 42;VENDEDOR 727;C-4598;4860;75-5634;22
2023-11-06;2024-01-10;SUCURSAL 71;VENDEDOR 649;R-8187;1922;83-7950;65
2023-11-28;2024-01-01;SUCURSAL 97;VENDEDOR 303;J-9163;1004;75-7785;34
2023-11-18;2024-01-19;SUCURSAL 64;VENDEDOR 685;W-1999;1556;81-3180;62
2023-11-16;2024-01-21;SUCURSAL 19;VENDEDOR 334;P-9842;1838;82-3167;66
2023-11-24;2024-01-02;SUCURSAL 84;VENDEDOR 562;J-7109;8921;72-6578;39
2023-11-01;2024-01-07;SUCURSAL 88;VENDEDOR 263;G-7835;1263;88-1420;67
2023-11-15;2023-12-20;SUCURSAL 32;VENDEDOR 881;J-5132;8100;69-8138;35
2023-11-03;2024-01-24;SUCURSAL 49;VENDEDOR 873;P-3447;1371;65-8736;82
2023-11-14;2024-01-25;SUCURSAL 56;VENDEDOR 366;T-9097;980;86-3631;72
2023-11-16;2023-12-06;SUCURSAL 95;VENDEDOR 988;W-821;1921;89-9691;20
2023-11-19;2024-01-04;SUCURSAL 73;VENDEDOR 809;Z-5771;1268;80-9235;46
2023-11-12;2024-01-02;SUCURSAL 54;VENDEDOR 647;F-3974;1281;80-3574;51
2023-11-14;2023-12-22;SUCURSAL 99;VENDEDOR 493;P-4915;8932;78-3142;38
2023-11-04;2023-12-09;SUCURSAL 29;VENDEDOR 398;I-5331;4780;68-8250;35
2023-11-02;2024-01-02;SUCURSAL 89;VENDEDOR 242;Q-4190;7594;67-206;61
2023-11-10;2024-01-06;SUCURSAL 64;VENDEDOR 112;T-7125;9166;77-5403;57
2023-11-28;2023-12-14;SUCURSAL 4;VENDEDOR 470;M-6029;9304;86-2995;16
2023-11-10;2023-12-12;SUCURSAL 44;VENDEDOR 365;H-3852;7236;83-4678;32
2023-11-25;2024-01-06;SUCURSAL 15;VENDEDOR 130;S-4519;9515;65-1492;42
2023-11-10;2024-01-28;SUCURSAL 99;VENDEDOR 360;N-1772;922;66-8849;79
2023-11-07;2023-12-30;SUCURSAL 57;VENDEDOR 953;J-834;9938;73-661;53
2023-11-17;2024-01-30;SUCURSAL 15;VENDEDOR 995;I-1751;6615;75-3766;74
2023-11-19;2023-12-29;SUCURSAL 80;VENDEDOR 569;U-96;2381;79-4991;40
2023-11-26;2023-12-07;SUCURSAL 27;VENDEDOR 704;T-2241;1597;75-8320;11
2023-11-15;2023-12-17;SUCURSAL 59;VENDEDOR 914;E-784;8925;87-6314;32
2023-11-16;2024-01-26;SUCURSAL 11;VENDEDOR 360;C-5166;9574;68-3393;71
2023-11-25;2023-12-07;SUCURSAL 24;VENDEDOR 379;B-6624;697;77-1859;12
2023-11-16;2023-12-21;SUCURSAL 18;VENDEDOR 318;B-2514;3431;89-2178;35
2023-11-01;2024-01-02;SUCURSAL 29;VENDEDOR 97;Q-6163;3890;78-4724;62
2023-11-17;2024-01-28;SUCURSAL 86;VENDEDOR 295;N-7164;5689;77-994;72
2023-11-05;2023-12-09;SUCURSAL 69;VENDEDOR 211;G-4785;7185;66-7413;34
2023-11-21;2024-01-26;SUCURSAL 40;VENDEDOR 251;Z-7847;9890;81-745;66
2023-11-02;2023-12-10;SUCURSAL 77;VENDEDOR 857;S-8179;7650;88-2198;38
2023-11-07;2023-12-13;SUCURSAL 49;VENDEDOR 427;G-1523;6668;70-9338;36
2023-11-10;2024-01-02;SUCURSAL 72;VENDEDOR 984;S-4689;7240;77-2986;53
2023-11-08;2024-01-29;SUCURSAL 66;VENDEDOR 143;C-8580;2739;80-4195;82
2023-11-23;2024-01-30;SUCURSAL 63;VENDEDOR 180;B-3784;9935;69-4235;68
2023-11-26;2023-12-04;SUCURSAL 67;VENDEDOR 240;R-6690;2617;72-1911;8
2023-11-18;2024-01-10;SUCURSAL 69;VENDEDOR 935;M-5676;1765;71-8298;53
2023-11-09;2023-12-15;SUCURSAL 21;VENDEDOR 867;G-6242;2116;88-385;36
2023-11-03;2024-01-26;SUCURSAL 99;VENDEDOR 880;F-3135;3147;75-1951;84
2023-11-29;2023-12-26;SUCURSAL 51;VENDEDOR 570;J-5881;7897;79-5217;27
2023-11-10;2023-12-19;SUCURSAL 60;VENDEDOR 208;Q-5709;6736;76-5502;39
2023-11-02;2023-12-03;SUCURSAL 57;VENDEDOR 352;H-7805;2024;89-1008;31
2023-11-11;2024-01-09;SUCURSAL 47;VENDEDOR 632;S-4882;1609;86-6752;59
2023-11-28;2023-12-17;SUCURSAL 20;VENDEDOR 87;H-6111;5836;76-657;19
2023-11-16;2024-01-02;SUCURSAL 71;VENDEDOR 337;M-5725;1390;90-7870;47
2023-11-30;2024-01-13;SUCURSAL 31;VENDEDOR 199;J-7336;4423;86-4323;44
2023-11-12;2023-12-07;SUCURSAL 20;VENDEDOR 308;J-86;7655;74-9530;25
2023-11-26;2024-01-04;SUCURSAL 92;VENDEDOR 104;H-5416;6807;67-7030;39
2023-11-12;2023-12-27;SUCURSAL 17;VENDEDOR 794;V-5031;3380;80-3098;45
2023-11-09;2024-01-19;SUCURSAL 55;VENDEDOR 877;E-1646;2668;65-1955;71
2023-11-23;2024-01-31;SUCURSAL 2;VENDEDOR 771;Q-9252;2790;69-5248;69
2023-11-17;2024-01-14;SUCURSAL 66;VENDEDOR 560;Y-8042;7025;89-9590;58
2023-11-14;2024-01-25;SUCURSAL 32;VENDEDOR 673;L-3332;7651;86-5580;72
2023-11-22;2024-01-05;SUCURSAL 42;VENDEDOR 643;B-5842;3950;70-5026;44
2023-11-06;2024-01-11;SUCURSAL 84;VENDEDOR 290;H-1816;7034;76-8587;66
2023-11-09;2023-12-27;SUCURSAL 74;VENDEDOR 813;K-1810;5750;86-9403;48
2023-11-23;2024-01-22;SUCURSAL 89;VENDEDOR 726;S-3895;5412;65-109;60
2023-11-04;2024-01-11;SUCURSAL 24;VENDEDOR 882;V-9465;1018;68-2170;68
2023-11-03;2024-01-07;SUCURSAL 28;VENDEDOR 216;Y-3625;5428;71-1954;65
2023-11-09;2023-12-02;SUCURSAL 48;VENDEDOR 998;N-2795;2873;77-4368;23
2023-11-23;2024-01-24;SUCURSAL 50;VENDEDOR 549;R-7857;8959;75-9861;62
2023-11-13;2023-12-18;SUCURSAL 52;VENDEDOR 49;C-8825;4971;83-3169;35
2023-11-30;2023-12-11;SUCURSAL 36;VENDEDOR 294;N-7464;3223;73-7386;11
2023-11-26;2024-01-29;SUCURSAL 85;VENDEDOR 843;N-7071;5057;86-5046;64
2023-11-17;2023-12-30;SUCURSAL 76;VENDEDOR 53;J-7024;9981;66-1748;43
2023-11-20;2023-12-07;SUCURSAL 44;VENDEDOR 872;C-1447;6969;70-9650;17
2023-11-07;2023-12-06;SUCURSAL 89;VENDEDOR 13;R-4988;7783;74-6859;29
2023-11-29;2023-12-09;SUCURSAL 93;VENDEDOR 793;V-418;1787;65-4844;10
2023-11-22;2023-12-03;SUCURSAL 29;VENDEDOR 122;G-9502;7124;88-7975;11
2023-11-05;2023-12-30;SUCURSAL 28;VENDEDOR 898;I-8525;5797;73-366;55
2023-11-18;2023-12-26;SUCURSAL 45;VENDEDOR 764;B-6338;7319;79-4329;38
2023-11-22;2023-12-21;SUCURSAL 29;VENDEDOR 274;W-1635;5370;67-7222;29
2023-11-30;2023-12-21;SUCURSAL 7;VENDEDOR 425;I-7526;7999;65-9239;21
2023-11-08;2023-12-03;SUCURSAL 3;VENDEDOR 663;D-8336;2128;90-6889;25
2023-11-16;2023-12-25;SUCURSAL 99;VENDEDOR 16;C-1260;2349;80-7254;39
2023-11-14;2024-01-02;SUCURSAL 2;VENDEDOR 72;S-5835;1697;73-5405;49
2023-11-11;2023-12-11;SUCURSAL 91;VENDEDOR 910;Q-6826;6780;66-5374;30
2023-11-11;2024-01-18;SUCURSAL 54;VENDEDOR 558;V-865;5531;80-1648;68
2023-11-01;2023-12-26;SUCURSAL 84;VENDEDOR 702;R-2957;9336;71-6917;55
2023-11-06;2023-12-24;SUCURSAL 68;VENDEDOR 589;P-9242;6629;81-8658;48
2023-11-18;2023-12-22;SUCURSAL 51;VENDEDOR 198;R-8348;5532;71-2899;34
2023-11-05;2024-01-30;SUCURSAL 12;VENDEDOR 723;H-4830;7843;90-1791;86
2023-11-01;2024-01-24;SUCURSAL 36;VENDEDOR 350;X-9362;4823;84-3916;84
2023-11-11;2023-12-15;SUCURSAL 82;VENDEDOR 218;D-3865;2748;85-958;34
2023-11-02;2023-12-16;SUCURSAL 18;VENDEDOR 891;P-1797;6030;87-6939;44
2023-11-12;2024-01-20;SUCURSAL 22;VENDEDOR 193;P-701;1612;76-3367;69
2023-11-17;2024-01-20;SUCURSAL 82;VENDEDOR 297;Z-8046;5184;68-6507;64
2023-11-16;2023-12-01;SUCURSAL 52;VENDEDOR 551;R-7959;2170;90-6855;15
2023-11-17;2024-01-20;SUCURSAL 40;VENDEDOR 111;Q-6524;9022;82-2492;64
2023-11-01;2023-12-02;SUCURSAL 44;VENDEDOR 36;C-3531;844;65-4283;31
2023-11-19;2024-01-02;SUCURSAL 78;VENDEDOR 672;S-4427;2243;75-4835;44
2023-11-21;2023-12-21;SUCURSAL 64;VENDEDOR 407;L-4312;3862;78-1615;30
2023-11-03;2023-12-17;SUCURSAL 72;VENDEDOR 952;K-6072;1144;86-5306;44
2023-11-28;2023-12-22;SUCURSAL 57;VENDEDOR 797;L-1171;9685;88-830;24
2023-11-08;2023-12-07;SUCURSAL 3;VENDEDOR 662;H-8620;1957;87-9985;29
2023-11-24;2024-01-24;SUCURSAL 24;VENDEDOR 189;H-5915;1136;74-8190;61
2023-11-07;2023-12-05;SUCURSAL 94;VENDEDOR 972;X-46;5118;65-8031;28
2023-11-03;2024-01-22;SUCURSAL 93;VENDEDOR 480;S-1602;158;76-2384;80
2023-11-08;2023-12-21;SUCURSAL 30;VENDEDOR 964;S-5971;8945;68-7084;43
2023-11-16;2024-01-08;SUCURSAL 18;VENDEDOR 549;H-2874;5257;71-9905;53
2023-11-04;2023-12-05;SUCURSAL 66;VENDEDOR 500;X-4347;8380;79-5974;31
2023-11-01;2023-12-18;SUCURSAL 31;VENDEDOR 166;O-6990;5020;73-6304;47
2023-11-25;2023-12-15;SUCURSAL 25;VENDEDOR 690;D-9962;8221;78-9454;20
2023-11-05;2024-01-06;SUCURSAL 51;VENDEDOR 356;Y-8358;5531;71-6709;62
2023-11-16;2024-01-24;SUCURSAL 85;VENDEDOR 871;F-4831;3323;66-3109;69
2023-11-14;2023-12-17;SUCURSAL 63;VENDEDOR 774;H-8938;354;68-4051;33
2023-11-24;2024-01-27;SUCURSAL 41;VENDEDOR 993;H-6997;2370;87-2967;64
2023-11-07;2024-01-30;SUCURSAL 33;VENDEDOR 277;E-7909;6939;75-3782;84
2023-11-25;2023-12-02;SUCURSAL 52;VENDEDOR 464;L-471;6214;81-9942;7
2023-11-21;2023-12-05;SUCURSAL 44;VENDEDOR 240;V-3186;6220;79-7993;14
2023-11-19;2023-12-31;SUCURSAL 49;VENDEDOR 94;S-8638;4023;84-3893;42
2023-11-04;2023-12-17;SUCURSAL 79;VENDEDOR 990;A-4934;243;73-5860;43
2023-11-17;2024-01-09;SUCURSAL 24;VENDEDOR 797;H-4619;2595;67-7427;53
2023-11-21;2023-12-29;SUCURSAL 83;VENDEDOR 193;I-6023;8822;84-5606;38
2023-11-02;2024-01-28;SUCURSAL 63;VENDEDOR 596;U-1550;835;70-1908;87
2023-11-04;2023-12-26;SUCURSAL 28;VENDEDOR 186;P-1607;6361;77-1945;52
2023-11-18;2023-12-30;SUCURSAL 60;VENDEDOR 697;I-505;7119;80-1018;42
2023-11-11;2023-12-20;SUCURSAL 66;VENDEDOR 841;D-9419;3558;82-7239;39
2023-11-20;2023-12-15;SUCURSAL 36;VENDEDOR 950;V-2608;2906;83-9846;25
2023-11-25;2024-01-28;SUCURSAL 96;VENDEDOR 894;J-5259;8193;80-6809;64
2023-11-03;2024-01-05;SUCURSAL 7;VENDEDOR 196;X-144;7301;84-1969;63
2023-11-15;2023-12-14;SUCURSAL 87;VENDEDOR 3;V-9959;5530;76-8674;29
2023-11-20;2023-12-09;SUCURSAL 5;VENDEDOR 37;D-8256;447;80-1536;19
2023-11-10;2024-01-20;SUCURSAL 63;VENDEDOR 135;X-3092;7100;79-1391;71
2023-11-01;2024-01-25;SUCURSAL 52;VENDEDOR 790;Y-4525;4308;88-6266;85
2023-11-24;2023-12-07;SUCURSAL 64;VENDEDOR 424;R-4277;2876;66-4860;13
2023-11-13;2023-12-22;SUCURSAL 22;VENDEDOR 455;J-9626;4657;86-6844;39
2023-11-07;2024-01-23;SUCURSAL 18;VENDEDOR 991;T-3646;5777;78-3507;77
2023-11-14;2024-01-23;SUCURSAL 14;VENDEDOR 32;H-9018;5290;71-8802;70
2023-11-30;2023-12-08;SUCURSAL 92;VENDEDOR 732;V-2729;2721;85-8715;8
2023-11-12;2023-12-16;SUCURSAL 41;VENDEDOR 64;T-5632;8926;66-784;34
2023-11-27;2023-12-09;SUCURSAL 77;VENDEDOR 99;K-4429;6674;75-6233;12
2023-11-10;2024-01-06;SUCURSAL 96;VENDEDOR 844;I-5837;9984;89-6551;57
2023-11-11;2024-01-31;SUCURSAL 32;VENDEDOR 269;I-3468;7335;65-7644;81
2023-11-27;2023-12-31;SUCURSAL 7;VENDEDOR 315;A-5741;9408;70-4178;34
2023-11-05;2024-01-31;SUCURSAL 82;VENDEDOR 12;E-6014;2347;72-7115;87
2023-11-07;2023-12-31;SUCURSAL 48;VENDEDOR 477;F-1657;7914;89-4486;54
2023-11-06;2023-12-28;SUCURSAL 73;VENDEDOR 927;T-9121;6146;68-4246;52
2023-11-14;2024-01-21;SUCURSAL 74;VENDEDOR 217;H-4156;6486;84-5718;68
2023-11-19;2023-12-22;SUCURSAL 93;VENDEDOR 609;C-4677;6835;66-3841;33
2023-11-05;2023-12-21;SUCURSAL 45;VENDEDOR 824;D-9116;5140;82-9039;46
2023-11-29;2023-12-07;SUCURSAL 59;VENDEDOR 469;K-3909;9426;87-6537;8
2023-11-12;2024-01-02;SUCURSAL 2;VENDEDOR 136;V-2180;6559;65-6318;51
2023-11-22;2024-01-26;SUCURSAL 94;VENDEDOR 60;X-1939;9808;65-2265;65
2023-11-08;2023-12-04;SUCURSAL 70;VENDEDOR 630;J-7960;9577;67-8018;26
2023-11-14;2023-12-01;SUCURSAL 51;VENDEDOR 512;P-7914;3808;85-8643;17
2023-11-03;2023-12-06;SUCURSAL 53;VENDEDOR 135;N-599;9966;70-9827;33
2023-11-23;2023-12-23;SUCURSAL 78;VENDEDOR 224;D-701;5577;80-9259;30
2023-11-29;2024-01-20;SUCURSAL 43;VENDEDOR 138;I-4170;4002;79-1864;52
2023-11-12;2023-12-15;SUCURSAL 22;VENDEDOR 627;G-8352;9084;87-1683;33
2023-11-26;2024-01-12;SUCURSAL 31;VENDEDOR 942;M-3037;2286;76-3327;47
2023-11-28;2023-12-29;SUCURSAL 31;VENDEDOR 808;L-7696;6750;75-632;31
2023-11-14;2024-01-11;SUCURSAL 32;VENDEDOR 302;J-1614;2343;78-8654;58
2023-11-11;2023-12-24;SUCURSAL 83;VENDEDOR 329;X-6002;4318;70-1866;43
2023-11-15;2023-12-30;SUCURSAL 94;VENDEDOR 47;J-6954;5259;75-3035;45
2023-11-24;2024-01-14;SUCURSAL 64;VENDEDOR 823;C-508;3584;88-9900;51
2023-11-08;2024-01-03;SUCURSAL 66;VENDEDOR 791;R-8717;4517;65-2191;56
2023-11-30;2023-12-29;SUCURSAL 78;VENDEDOR 107;W-9453;7491;84-1630;29
2023-11-25;2024-01-24;SUCURSAL 38;VENDEDOR 199;N-9446;9772;88-7467;60
2023-11-29;2023-12-23;SUCURSAL 16;VENDEDOR 1000;W-5308;3982;90-9646;24
2023-11-17;2023-12-28;SUCURSAL 13;VENDEDOR 623;X-6189;2219;86-7725;41
2023-11-26;2024-01-28;SUCURSAL 39;VENDEDOR 267;D-6633;2077;76-1508;63
2023-11-14;2024-01-02;SUCURSAL 34;VENDEDOR 43;D-6064;4778;73-2982;49
2023-11-02;2024-01-13;SUCURSAL 34;VENDEDOR 851;I-6763;8262;88-8719;72
2023-11-03;2024-01-28;SUCURSAL 35;VENDEDOR 304;U-1149;6347;76-3015;86
2023-11-16;2024-01-31;SUCURSAL 70;VENDEDOR 296;K-2361;136;80-7643;76
2023-11-27;2024-01-22;SUCURSAL 1;VENDEDOR 96;S-1406;8285;82-6836;56
2023-11-07;2023-12-29;SUCURSAL 30;VENDEDOR 162;K-7250;3179;77-8569;52
2023-11-17;2024-01-12;SUCURSAL 100;VENDEDOR 407;Z-557;8198;82-2832;56
2023-11-02;2023-12-08;SUCURSAL 4;VENDEDOR 879;F-8024;4241;78-3884;36
2023-11-24;2023-12-06;SUCURSAL 82;VENDEDOR 330;P-2950;3959;78-3415;12
2023-11-03;2024-01-10;SUCURSAL 94;VENDEDOR 672;K-4728;5251;86-25;68
2023-11-16;2023-12-08;SUCURSAL 49;VENDEDOR 121;C-5521;857;79-448;22
2023-11-02;2023-12-27;SUCURSAL 62;VENDEDOR 762;U-1123;8437;82-6687;55
